,id,content,location_traffic_convenience,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation,others_overall_experience,others_willing_to_consume_again
2031,2031,"""在人民广场搜到这家评价蛮高的就过来试试。鱼品种只有江团、黑鱼、清江鱼三种，价格都略贵。口味有很多种。我们6人点了三条鱼三种口味，【印度迷香】、【酸辣果趣】和【荔枝香辣】，还加了个配菜拼盘。点完单可以自己去选鱼、确认重量。做的还算透明，不过进厨房后就不知道是不是形式化了。还有，我们午市12点多吃的，江团已经是最后一条了，要吃得赶早。
【酸辣果趣烤鱼】是三个口味中最好吃的，酸酸辣辣很开胃。
【荔枝香辣烤鱼】写着招牌推荐，是酸辣甜味，没有果趣那个好吃，而且没有那个入味。
【印度迷香烤鱼】看名字就很想点，虽然当时也不知道是什么味，果然就是新奇的东西吸引我。上来一看是咖喱的还蛮特别，别的地方都没吃到过。缺点也是不够入味，有点淡，要多烧一会。
【花枝招展】就是配菜拼盘，有魔芋丝、海带片、金针菇、鱼豆腐、油麦菜和木耳。
总的来说烤鱼还是不错的，环境也挺好，就是对面70后饭吧一直不断的叫号声太吵了，穿透整个餐厅，商家能不能去投诉下。""",-2,-2,-2,-2,-2,-2,-2,-1,-2,-2,1,-1,1,1,-2,0,-2,-2,0,-2
2032,2032,"""总的说来还好。地理位置好找，在红旗街与富锦路交汇处西行20米左右，同仁堂药店边上，麦当劳附近。味道还不错，女生足够吃，适合做为工作餐，经济实惠。套餐包含一份小碗面条，一份小菜，一杯饮料。在吃货节期间团的，很划算。选了一份什锦菌面，味道很好，但是没有肉，面条不像一般刀削的，像机器做的；小菜选的鸡蛋干，挺好的，本来想选凉粉，没货了；饮料是汇源果汁，选的橙汁，这种饮料机打的和超市卖的盒装的果汁不太一样，还可以吧。环境整洁，有Wi-Fi，中午饭口人挺多，有点吵。上菜的男服务员态度很好，让人心里舒服。验券的女服务员态度一般，表情挺僵硬的。""",-2,-2,1,-2,0,-2,-2,1,1,1,-2,-1,-2,-2,-2,1,-2,-2,1,-2
2033,2033,"""      典型的西式快餐模式，先点餐下单，油炸品是现炸的。有几个座位，离得很近，隔壁桌上的一个伙计擤鼻子打饱嗝看搞笑节目不想听也听得一个不漏。。。。。
      话说回来，薯条口感，外有酥脆劲儿，内有点软糯，比麦当劳的薯条粗些，但比汉堡王的薯条苗条。。。不知这算不算是特点，这里的薯条是带皮的，不过没有异味，口感挺特别的。薯条本身的味道偏淡，有几种酱料可以选择，除了经典的蕃茄酱，还有蛋黄酱，甜辣酱可以选择。甜辣酱是泰式的，入口先是甜咸，但后劲儿还是够辣的。
      最后建议如果买好薯条的话，无论有没有座位，最好趁热吃哦，至少薯条是可以一边逛街一边吃的。""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,-2,-2,0,-2,-2,0,-2
2034,2034,"""路过好久没逛的吴江路 满街找不到两人都想吃的 无意中抬头看见了这家和牛阵呢 朋友就说一楼都被韩食占了 我们立马去了二楼 哈哈 在牛阵和相扑之间犹豫了一下 貌似牛阵没位置啦 进入正题 相扑当时剩下三个位置 一个正对门口的 放弃 一个正对厨房间的 幸亏我们早到了一步哈哈 主打的都是牛身上的 我们是单点的 一个厚切牛舌 看图片 是切小的七片啊 欺骗？开玩笑啦 一份罐子牛肉 好奇怪噢 菜单上明明是叫壶渍肉啦 反正肉的味道不错啦 金针菇培根卷别点啦 好难烤 蔬菜拼盘也不推荐 服务员挺热情的会主动来帮忙的 我就不提她有事突然跑掉 肉差点烤焦的事啦 生意好啦""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-1,1,-2
2035,2035,"""终于来拔草肉蟹煲啦！开张那会就一直想吃的！每次都要排老长的队伍..终于今天一下班就提前排号赶过去正好进去吃。哈哈哈哈合理安排^^ 进店以后感觉环境还不错。和水货很像！灯光包括装饰..服务员蛮热情的。刚开始点了一个招牌肉蟹和蔬菜沙拉..怕吃不掉就点了小份..总体来说味道还不错，肉蟹的大小并不大不知道是不是因为小份的原因..另外加了明虾和年糕..小伙伴说都没吃到几个虾..鸡爪还不错很入味已经煮的很烂了..吃到最后居然说还没饱..好吧..又追加了一份仔排煲。满满的都是肉..但是山药并不多..最后由于嘴大喉咙小还剩了好多..由于选择的种类太多了，每种都想尝试..感觉可以在混合一下..点一份就能吃到好多想吃的那就更好了..下次再去换换其他口味^^""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,1,1,0,1,-2,-2,1,1
2036,2036,"""九路南边的一个咖啡屋。
感觉位置稍微难找了一些，可能是门不对着南九中路的缘故啊……这里的门在联邦大厦的东侧，景星南街和兴顺街之间，一条很小很小的路上，正对着写有领秀家居几个大字的标牌。
一楼是咖啡屋，二楼是律师事物所，又是很奇妙的组合，好象楼上的邻居也来这里喝水的。店里环境还不错，比有情调的咖啡屋。
喝过这里的情人的泪水，底下湖蓝色的，给人比较神秘的感觉，貌似苏打水调制的，底下糖浆选的加冰，冰凉酸甜十分解渴，比较好的饮品。""",-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,1,-2,-2,1,-2
2037,2037,"""因为看到朋友圈里有人发，觉得菜式很漂亮，所以一家三口来尝试下，首先，环境是无可挑剔的，特别是背景墙上都是小赛车，把我儿子迷得饭都是对着它们吃的。
服务态度也挺好的，轻声现语，还会为客户拿捏菜够不够吃，这是最让我们满意的
菜单也是做得萌萌哒。
菜的话，要说一下，猪肋骨原味的太甜了，有点像叉烧排骨，一座城池还行吧，也不是很有特色，你还没吃过我的豆腐这道菜就觉得还不错，当然最好吃的是鸭馅饼，小孩一口接一口的吃了，直说好吃。刚好是万圣节，送了个南瓜盅，挺好吃，味道挺香。期待下次尝试另外的菜品。""",-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,-2,-2,-2,0,-2,-2,1,1
2038,2038,"""上次去的高邮路那家感觉很好 ，心心念念又再来外滩店尝试一下，╮(╯▽╰)╭怪不得之前朋友说这个云南菜不好吃我还觉得他品味有问题，现在看来是门店的问题。
上次惊艳了我的味蕾的野菜饼一上桌就感觉异样，油腻的色泽预告了它同样油腻的口感，吃第二片就觉得不沾酱更是满口除了油就是油，哪有机会感受野菜的清香。
葱花鸡的鸡肉外层鸡皮过老，这道菜没有藏龙云海的好吃。
再说之前特别喜欢的大救驾，辣放得有点多，还有点炒糊了。
总体而言，外滩店的这次品尝非常失望，有点吃了隔夜菜的感觉，许多都像回锅热的。""",-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-1,-2
2039,2039,"""（加了参考价值相对比较高的照片了～请看相册～）

请原谅照片参考价值较低( ・᷄ ᵌ・᷅ )没找到另外的照片，就找到有一年新历生日去打八折的照片，不明白当时的我怎么想的(῀( ˙᷄ỏ˙᷅ )῀)ᵒᵐᵍᵎᵎᵎ

位置：香缤广场二楼，当时还没有缤纷城呢，知道打八折就带老爸老妈还有小侄女去吃啦，现在有缤纷城了，人流更多了，缤纷城也有一家，发现吖姆吖咪只在这一带开店，第一次去的是海雅百货店，以前还有一家在宝安大道的，去那吃过两次，第一次跟男朋友去，第二次男朋友请家里人去，可是后来那家关门了( ・᷄ ᵌ・᷅ )

环境：装修简洁，整体干净明亮。

服务：挺到位的，服务员都比较勤快，随叫随到，不会怠慢，需要什么都及时解决，很好。

口味：依然是自选的酱料，吃多了找到自己爱走的路子啦！喜欢吃的！蔬菜也是自助，挺好的，这样让我可以多吃点蔬菜，平时不爱吃菜，这个时候想吃回本就多吃点哈哈｡ﾟ+.ღ(ゝ◡ ⚈᷀᷁ღ)肥牛什么的都很新鲜，撒尿牛丸真的很能撒，吃的时候真心要小心，我被烫了一次就不敢直接咬啦，都是戳穿了再吃，怕怕了( ・᷄ ᵌ・᷅ )

价格：性价比很高的一家涮涮锅，我们每次去都吃得很饱饱的出来~消费最高的一次就是男朋友请家里人那次，吃了三百多，其实肉点多了，差点吃不完，所以消费就拉高了，其实平时我们去吃就一百多点，就这个生日吃的才88（折后），三个大人一个小屁孩~✪ω✪真心划算！""",-2,1,-2,-2,1,-2,-2,0,1,0,1,-2,-2,1,-2,-2,1,-2,1,-2
2040,2040,"""一直喜欢港式茶餐厅，听说大家乐换了新菜单，增加了水果和蔬菜沙拉自助，果断带着超值优惠券奔赴艾尚。
1、位置:中山路艾尚五楼，进门坐电梯或者乘扶梯上来就能看到，新杂志咖啡和韩江道对面，基本占据五楼的一半了。面积够大，周五晚上两个人六点过去还有蛮多的位置。
2、环境: 设计简单大方，挑高也够，完全没有HK的各种不舒适与压迫感。只是可能人较少的缘故，店里没有完全开放，灯光稍稍暗了些（嗯，不利于饭前消毒）。多为四人桌，有沙发，有软座，沙发正好够成了小隔断，设计还是挺合理的，只是周五不热，空调开的有些足冷了些。
3、味道:两个女生点了云吞面，猪扒饭，蒸凤爪，萝卜糕和蟹籽烧麦，饮料要了红豆冰，拿了些水果和沙拉，摆满了一桌。
/云吞面/，27元，初端上来第一感觉就是“好袖珍（gou chi ma ）”，事实证明云吞料足，面条挺多，汤头鲜美，平时一个女生吃的话一碗面加份蔬菜沙拉也是挺健康的呀。
/猪扒饭/，33元，新菜单上面竟然没有！是在另一张单凤爪独的菜单上面。端上来满满一大盆啊，两大块猪扒，几块菠萝，配合茄汁长香米，酸酸甜甜的口感，完美！
凤爪和烧麦各20元，趁热吃口感好，凤爪软烂入味，烧麦紧实劲道，稍显腻；萝卜糕14元，配的海鲜酱，味道一般；红豆冰4.9团购也可使用，性价比，高，味道浓郁，只是红豆不够软。
总结:份量足，价格较优，环境不错，服务热情，是吃饭的挺好的选择。""",-2,1,1,-2,1,-2,-2,0,1,-2,0,0,0,0,1,0,-2,-2,-2,1
2041,2041,"""今天来到了位于新华十五中对面儿的盆盆香他们家的东西非常好吃，是我吃过的辐射是川菜比较好吃的一家了。每到晚上基本都爆满，而且服务员都忙的不可开交。虽然她们家的东西挺贵的，但是还是喜欢吃他们家的东西最喜欢吃的就是那个沸腾鱼？还有酸菜鱼，酸菜鱼就是比较辣一些，然后里面放的酸菜还有泡椒特别特别爽口。如果是沸腾鱼的话就是正常那种的水煮鱼，就是味道还是不错的里面有豆芽豆芽比较多一些。嗯还吃过他们家的那个宫爆鸡丁味道也还行吧？反正就是来他们家的话必点的就是与然后就放上一些陈醋最主要的是他们家陈醋是免费的哦。然后米饭也挺好吃的，反正就是喜欢他们家的味道，下午还会继续光顾的祝生意兴隆。""",-2,-2,-2,-2,0,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,1,1
2042,2042,"""新开店，人手还没磨合好，有点木纳。中午有商务餐，双拼饭28元送汤，但是，但是，但是！那个烧鸭为什么咬不断！！！端上来感觉很不错的，但是鸭子一咬。。。。。。肉肉咬不断他们的鸭皮烧的非常脆，很好吃嗒，但是为什么肉肉咬不动呢？叉烧不错，不腻，味道也很好，送的酸豆角不脆，腌制的有点酥了。同事点的滑蛋叉烧蛮好的！今后会再点些别的试试，那烧鸭是再不会点了。另外进去每人还送了马蹄水，蛮好喝的，这店今天刚开张，没发票。""",-2,-2,-2,-2,0,-2,-2,0,-2,0,-2,-2,-2,-2,-2,0,1,-2,0,1
2043,2043,"""青岛之旅最满意的一顿饭！
          这家店在火车站附近，因为有朋友是山东的、之前也来过这边、去年就在她们家吃的、所以按着导航就过来了。
          先说说他家的口味吧：海鲜很新鲜、青岛这边好多商家都能自己买海鲜、然后帮您加工，不过他家的整体价位比较合适、不也不用上外边去买了，图片中的我们自己点的、都很推荐哟、口味很好吃、毕竟照片位置有限、只能传这么多、那就先这样的、照片里没有的一个特别简单的菜：拍黄瓜，极力推荐哟、很清爽、口味真的好棒、再一点上餐速度真的很快、我们点完也就四五分钟第一道菜就上来的、我们一边吃、一边就噼里啪啦的开始上菜了、跟我们一起进店的另外一桌也非常的快。
           
          环境：青岛这边的门店都是特别家常的那种、大拍档也很多、来这边就吃海鲜自然也是那种特别家常的啦、干净就行，也没啥可圈可点的地方，就那样啦。
            服务：夫妻店，应该是第一个孩子差不多了、才来这边开的店、孩子就叫航航、哈哈哈、老板娘很健谈，老板人也很nice、人也少、一直跟我们聊天、还是及其不错滴、都是好人、哈哈哈、老板还要了一个老二、还是个大胖儿子、很可爱、去玩就怕宰客的黑心老板、她们家真的还不错哦。
          期待下次的旅行也能去这家吃哦。""",-2,-2,-2,-2,1,-2,-2,0,-2,-2,-2,-2,-2,1,-2,1,-2,1,1,1
2044,2044,"""幸好提前定了位，六点四十去到门口已经有一堆人在等着了。进去后感觉很亮堂，安装了一堆LED，让人感觉很敞亮。服务员带我们去到位子上，很靠近海鲜区，全部用真冰渣冻着。食物补充的很快，里面厨师马上就切出来。新开的店，老板真是下了大手笔不遗余力的做宣传，食物种类繁多、品质优良，关键不限量，生蚝新鲜虽说个头不大，但味道鲜美。东星斑、象拔蚌、生蚝、牡丹虾鳌虾、雪花牛肉、大元贝都是顶级的货色，还有其他多不胜数的海鲜产品，反正一句话，只要是海鲜控，来了你绝不后悔。就是提出一点小建议，果汁供应不足，好几次喝完想去拿结果都是空空。""",-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,-2,1,-2,0,-2,-2,-2,1,1
